Letra	Condición	Definición	Respuesta	Tema	Nivel	Idioma
P	Empieza por	Primer antibiótico, descubierto por Alexander Fleming en 1928, que revolucionó para siempre la medicina moderna.	Penicilina	General	Medio	ES
Q	Empieza por	Apellido del gran poeta, prosista y pensador español del Siglo de Oro, máximo exponente del conceptismo literario (Francisco de...).	Quevedo	General	Medio	ES
Q	Empieza por	Sobrenombre del hidalgo Alonso Quijano en la famosa y universal novela de caballerías escrita por Miguel de Cervantes (Don...).	Quijote	General	Medio	ES
Q	Empieza por	Ciencia que estudia la composición, estructura y propiedades de la materia, así como sus transformaciones.	Química	General	Medio	ES
R	Empieza por	Amplio movimiento cultural e intelectual europeo de los siglos XV y XVI que se inspiró en la antigüedad clásica grecorromana.	Renacimiento	General	Medio	ES
R	Empieza por	Poderosa descarga eléctrica natural que se produce durante una tormenta, acompañada de un relámpago y el sonido de un trueno.	Rayo	General	Medio	ES
R	Empieza por	Capital de Italia, conocida históricamente como "la Ciudad Eterna" y cuna de un vasto imperio de la antigüedad.	Roma	General	Medio	ES
S	Empieza por	Nombre del desierto cálido más grande del mundo, situado en la franja norte del continente africano.	Sáhara	General	Medio	ES
S	Empieza por	Composición musical extensa para orquesta, generalmente dividida en cuatro movimientos o partes.	Sinfonía	General	Medio	ES
S	Empieza por	Cuerpo celeste opaco que gira en órbita alrededor de un planeta principal, como lo hace la Luna respecto a la Tierra.	Satélite	General	Medio	ES
T	Empieza por	Ola gigante y devastadora producida por un terremoto submarino, un maremoto o una erupción volcánica en el fondo del mar.	Tsunami	General	Medio	ES
T	Empieza por	Instrumento óptico que permite observar objetos muy lejanos con mucho más detalle, herramienta indispensable en astronomía.	Telescopio	General	Medio	ES
T	Empieza por	Antigua ciudad de Asia Menor, muy famosa por la guerra mitológica griega en la que se usó un gigantesco caballo de madera.	Troya	General	Medio	ES
U	Empieza por	Conjunto de todo lo que tiene existencia física, que incluye la materia y la energía, el espacio y el tiempo.	Universo	General	Medio	ES
U	Empieza por	Elemento químico metálico, radiactivo y muy pesado, que se utiliza de forma generalizada como combustible nuclear.	Uranio	General	Medio	ES
U	Empieza por	Siglas de la Organización de las Naciones Unidas dedicada a promover la educación, la ciencia y la cultura mundial.	Unesco	General	Medio	ES
V	Empieza por	Apellido del insigne pintor barroco sevillano, maestro de la pintura universal y autor del retrato "Las Meninas" (Diego...).	Velázquez	General	Medio	ES
V	Empieza por	Nombre dado a los pueblos guerreros y grandes navegantes de Escandinavia que realizaron temibles expediciones y saqueos en la Edad Media.	Vikingos	General	Medio	ES
V	Empieza por	Ciudad francesa a las afueras de París, mundialmente famosa por su inmenso y lujoso palacio real mandado construir por Luis XIV.	Versalles	General	Medio	ES
W	Empieza por	Apellido del comandante en jefe y primer presidente de los Estados Unidos de América, que da nombre a su capital (George...).	Washington	General	Medio	ES
W	Empieza por	Localidad belga mundialmente famosa por la decisiva y célebre batalla de 1815 que supuso la derrota definitiva del ejército de Napoleón.	Waterloo	General	Medio	ES
W	Contiene la	Apellido del brillante físico y matemático inglés que formuló la ley de la gravitación universal (Isaac...).	Newton	General	Medio	ES
X	Contiene la	Elemento químico gaseoso (O2) indispensable para la respiración de la inmensa mayoría de los seres vivos de la Tierra.	Oxígeno	General	Medio	ES
X	Contiene la	Importante país norteamericano de habla hispana cuya capital está construida sobre las antiguas ruinas de Tenochtitlán.	México	General	Medio	ES
X	Contiene la	Conjunto o agrupación enorme de estrellas, gas y polvo cósmico; la Vía Láctea es una de ellas.	Galaxia	General	Medio	ES
Y	Empieza por	Antiguo estado europeo de la península de los Balcanes que acabó disolviéndose en varios países (como Croacia o Serbia) en los años 90.	Yugoslavia	General	Medio	ES
Y	Contiene la	Gran cordillera asiática que discurre por países como Nepal o China y alberga las montañas más altas de la Tierra.	Himalaya	General	Medio	ES
Y	Empieza por	Lugar geológico, arqueológico o paleontológico donde se halla de forma natural una concentración significativa de minerales, fósiles o restos históricos.	Yacimiento	General	Medio	ES
Z	Empieza por	Título nobiliario equivalente al de emperador que se daba al soberano de Rusia antes de la revolución de 1917.	Zar	General	Medio	ES
Z	Empieza por	En la mitología griega, el "padre de los dioses y los hombres", gobernador del monte Olimpo y dios del rayo.	Zeus	General	Medio	ES
Z	Empieza por	Banda de la esfera celeste por la que se mueven aparentemente el Sol y los planetas, dividida en doce signos astrológicos clásicos.	Zodíaco	General	Medio	ES
A	Empieza por	Batalla naval del año 31 a. C. en la que Octavio derrotó a la flota de Marco Antonio y Cleopatra.	Accio	General	Difícil	ES
A	Empieza por	Filósofo y teólogo italiano del siglo XIII, máximo representante de la escolástica medieval (Tomás de...).	Aquino	General	Difícil	ES
A	Empieza por	Último emperador del Imperio incaico, ejecutado por Francisco Pizarro en 1533 tras pagar un inmenso rescate.	Atahualpa	General	Difícil	ES
B	Empieza por	Antigua y próspera ciudad mesopotámica famosa por sus míticos jardines colgantes.	Babilonia	General	Difícil	ES
B	Empieza por	Apellido del cirujano sudafricano que realizó el primer trasplante de corazón humano exitoso de la historia en 1967 (Christiaan...).	Barnard	General	Difícil	ES
B	Empieza por	Dinastía real de origen francés a la que pertenece la actual familia real española.	Borbón	General	Difícil	ES
C	Empieza por	Antigua y poderosa ciudad estado fenicia situada en el actual Túnez, arrasada por Roma tras las guerras púnicas.	Cartago	General	Difícil	ES
C	Empieza por	Apellido del explorador francés que en 1534 descubrió el río San Lorenzo y reclamó el territorio de Canadá para Francia (Jacques...).	Cartier	General	Difícil	ES
C	Empieza por	Astrónomo del Renacimiento que formuló por primera vez de forma fundamentada la teoría heliocéntrica del sistema solar.	Copérnico	General	Difícil	ES
D	Empieza por	El segundo río más largo de Europa, que atraviesa diez países antes de desembocar en el mar Negro.	Danubio	General	Difícil	ES
D	Empieza por	Corriente filosófica y religiosa nacida en la Ilustración que acepta la existencia de Dios basándose en la razón, pero niega las revelaciones divinas.	Deísmo	General	Difícil	ES
D	Empieza por	Emperador romano que en el año 303 promulgó los edictos que desataron la "Gran Persecución" contra los cristianos.	Diocleciano	General	Difícil	ES
E	Empieza por	Humanista, filósofo y teólogo neerlandés del Renacimiento, autor de la famosa obra "Elogio de la locura" (... de Róterdam).	Erasmo	General	Difícil	ES
E	Empieza por	Corriente filosófica griega fundada en Atenas que defiende que el objetivo de la vida humana es alcanzar la ataraxia mediante la búsqueda de placeres moderados.	Epicureísmo	General	Difícil	ES
E	Empieza por	Sabio polímata griego, tercer director de la Biblioteca de Alejandría, famoso por ser la primera persona en calcular la circunferencia de la Tierra con gran precisión.	Eratóstenes	General	Difícil	ES
F	Empieza por	Legendario escultor de la Antigua Grecia, autor de los relieves del Partenón y de la colosal estatua de Zeus en Olimpia.	Fidias	General	Difícil	ES
F	Empieza por	Médico y neurólogo austriaco, considerado el padre del psicoanálisis y autor de "La interpretación de los sueños" (Sigmund...).	Freud	General	Difícil	ES
F	Empieza por	Apellido del ingeniero e inventor estadounidense que diseñó en 1807 el primer barco de vapor que logró un verdadero éxito comercial (Robert...).	Fulton	General	Difícil	ES
G	Empieza por	Apellido del abogado, político y pensador indio que lideró el movimiento independentista de la India mediante la resistencia pacífica.	Gandhi	General	Difícil	ES
G	Empieza por	Genial arquitecto español, máximo representante del modernismo catalán y artífice de obras como la Sagrada Familia o la Casa Batlló.	Gaudí	General	Difícil	ES
G	Empieza por	Apellido del inventor alemán que introdujo en Europa la imprenta de tipos móviles hacia el año 1450.	Gutenberg	General	Difícil	ES
H	Empieza por	Poderosa casa real que gobernó en el Sacro Imperio Romano Germánico y que dominó España durante los siglos XVI y XVII.	Habsburgo	General	Difícil	ES
H	Empieza por	Apellido del médico inglés que en 1628 describió por primera vez de forma precisa el mecanismo de la circulación sanguínea (William...).	Harvey	General	Difícil	ES
H	Empieza por	Pueblo de la Antigüedad establecido en Anatolia que rivalizó con el Imperio egipcio, protagonizando la célebre batalla de Qadesh.	Hititas	General	Difícil	ES
I	Empieza por	Movimiento cultural e intelectual europeo del siglo XVIII que defendía la luz de la razón, la ciencia y el progreso humano sobre el oscurantismo religioso.	Ilustración	General	Difícil	ES
I	Empieza por	El mayor imperio de la América precolombina, cuyo inmenso territorio se extendía a lo largo de la cordillera de los Andes desde Colombia hasta Chile.	Inca	General	Difícil	ES
I	Empieza por	Península del sudeste asiático que abarca los actuales países de Vietnam, Laos y Camboya, colonizada históricamente por el Imperio francés.	Indochina	General	Difícil	ES
J	Empieza por	Movimiento religioso de tintes calvinistas surgido en el siglo XVII dentro de la Iglesia católica que abogaba por un rigorismo moral extremo, condenado finalmente como herejía.	Jansenismo	General	Difícil	ES
J	Empieza por	Orden religiosa católica, centrada fuertemente en la educación y las misiones, fundada en el siglo XVI por San Ignacio de Loyola (Compañía de...).	Jesús	General	Difícil	ES
J	Empieza por	Gran emperador bizantino del siglo VI que intentó restaurar las antiguas fronteras del Imperio romano y recopiló su inmenso corpus jurídico.	Justiniano	General	Difícil	ES
K	Empieza por	Extensa península de origen volcánico situada en el extremo oriente de Rusia, entre el océano Pacífico y el mar de Ojotsk.	Kamchatka	General	Difícil	ES
K	Empieza por	Apellido del brillante astrónomo y matemático alemán del siglo XVII que formuló las tres leyes fundamentales sobre el movimiento de los planetas.	Kepler	General	Difícil	ES
K	Empieza por	Líder soviético que sucedió a Iósif Stalin en la URSS y denunció públicamente sus crímenes, iniciando la desestalinización (Nikita...).	Kruschev	General	Difícil	ES
L	Empieza por	Famoso e icónico rey espartano que murió luchando valerosamente contra el ejército persa en el paso de las Termópilas en el 480 a. C.	Leónidas	General	Difícil	ES
L	Empieza por	Apellido del filósofo inglés del siglo XVII, considerado el padre del empirismo moderno y uno de los fundadores del liberalismo clásico (John...).	Locke	General	Difícil	ES
L	Empieza por	Fraile y teólogo alemán que en 1517 clavó sus 95 tesis en la puerta de la iglesia de Wittenberg, desencadenando la Reforma protestante.	Lutero	General	Difícil	ES
M	Empieza por	Apellido del diplomático, filósofo y escritor florentino, autor del tratado "El Príncipe", considerado padre de la ciencia política moderna.	Maquiavelo	General	Difícil	ES
M	Empieza por	Civilización mesoamericana que destacó en toda la América precolombina por tener el único sistema de escritura plenamente desarrollado, además de avanzados calendarios.	Maya	General	Difícil	ES
M	Empieza por	Famoso huey tlatoani o gobernante azteca que dirigía la ciudad de Tenochtitlán a la llegada de Hernán Cortés en 1519.	Moctezuma	General	Difícil	ES
N	Empieza por	Brillante militar y estadista francés que conquistó gran parte de Europa a principios del siglo XIX y acabó desterrado en la isla de Santa Elena.	Napoleón	General	Difícil	ES
N	Empieza por	Civilización preincaica que floreció en la costa sur de Perú, mundialmente famosa por trazar gigantescos geoglifos y líneas sobre el desierto.	Nazca	General	Difícil	ES
N	Empieza por	Tiránico emperador romano, el último de la dinastía Julio-Claudia, al que la tradición histórica acusa de incendiar Roma en el año 64.	Nerón	General	Difícil	ES
Ñ	Contiene la	Nación europea de la península ibérica que durante los siglos XVI y XVII forjó uno de los imperios ultramarinos más extensos de la historia.	España	General	Difícil	ES
Ñ	Contiene la	Apellido del explorador español que cruzó el istmo de Panamá en 1513, siendo el primer europeo en divisar el océano Pacífico (Vasco ... de Balboa).	Núñez	General	Difícil	ES
Ñ	Contiene la	Especie de gran antílope africano famoso por protagonizar masivas e impresionantes migraciones anuales en busca de pastos frescos en el Serengueti.	Ñu	General	Difícil	ES
O	Empieza por	Legendario héroe griego, rey de Ítaca, célebre por su astucia y por tardar diez largos años en regresar a casa tras la guerra de Troya.	Odiseo	General	Difícil	ES
O	Empieza por	Ciudad y principal santuario de la Antigua Grecia, dedicado al dios Zeus, donde se celebraban cada cuatro años los juegos atléticos más importantes de la Antigüedad.	Olimpia	General	Difícil	ES
O	Empieza por	Imperio fundado en el siglo XIII que alcanzó su máximo apogeo conquistando Constantinopla y que dominó Oriente Próximo hasta el final de la Primera Guerra Mundial.	Otomano	General	Difícil	ES
P	Empieza por	Nombre científico que se le da al inmenso y único océano primitivo que rodeaba por completo el supercontinente Pangea.	Pantalasa	General	Difícil	ES
P	Empieza por	Estadista y gran orador ateniense bajo cuyo mando la ciudad de Atenas vivió su máximo esplendor político, cultural e imperial (el "Siglo de...").	Pericles	General	Difícil	ES
P	Empieza por	Genial filósofo y matemático de la Antigua Grecia al que se le atribuye un famosísimo teorema sobre los triángulos rectángulos.	Pitágoras	General	Difícil	ES
Q	Empieza por	Primera dinastía imperial de China, cuyo célebre primer emperador unificó el territorio, inició la Gran Muralla y ordenó crear los Guerreros de Terracota.	Qin	General	Difícil	ES
Q	Empieza por	Principal deidad mitológica de la cultura tolteca y azteca, representada habitualmente con la forma de una "Serpiente Emplumada".	Quetzalcóatl	General	Difícil	ES
